listing_id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,district,city,latitude,longitude,property_type,room_type,accommodates,bedrooms,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
25279556,Appartement Calme Rive Gauche,190965892,22-05-2018,"Paris, Ile-de-France, France",,,,f,1,t,t,Luxembourg,,Paris,48.84674,2.31898,Entire apartment,Entire place,4,1,"['Dishes and silverware', 'Hangers', 'Luggage dropoff allowed', 'Stove', 'Coffee maker', 'Carbon monoxide alarm', 'Iron', 'Dedicated workspace', 'Smoke alarm', 'Essentials', 'Private entrance', 'Shampoo', 'Heating', 'Washer', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Hot water', 'Oven', 'Hair dryer', 'Wifi', 'Host greets you']",95,2,10,98,10,10,10,10,10,10,f
26057972,*very nice apartment canal St Martin* (Paris 10e),14308846,15-04-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Enclos-St-Laurent,,Paris,48.87804,2.36289,Entire apartment,Entire place,4,1,"['Iron', 'Shampoo', 'Luggage dropoff allowed', 'Heating', 'Washer', 'Hair dryer', 'Dedicated workspace', 'Smoke alarm', 'Wifi', 'Kitchen', 'Hot water', 'Essentials', 'Private entrance', 'Host greets you', 'TV', 'Carbon monoxide alarm']",62,1,15,95,10,10,10,10,10,10,f
26679361,Appartement calme et cosy en plein cÅ“ur du 15Ã¨me,69225601,27-04-2016,"Paris, Ile-de-France, France",,,,t,1,t,t,Vaugirard,,Paris,48.84279,2.3023,Entire apartment,Entire place,4,1,"['Elevator', 'Dishes and silverware', 'Pocket wifi', 'Hangers', 'Stove', 'Coffee maker', 'Iron', 'Dryer', 'Smoke alarm', 'Essentials', 'Bed linens', 'TV', 'Shampoo', 'Heating', 'Washer', 'Extra pillows and blankets', 'Cable TV', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Hot water', 'Game console', 'Oven', 'Wifi', 'Cleaning before checkout', 'Host greets you', 'Microwave']",90,2,15,99,10,10,10,10,10,10,f
27270130,Cosy & comfort 65m2 Lafayette -Opera 1 bedroom,31088833,12-04-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Opera,,Paris,48.87611,2.33151,Entire apartment,Entire place,4,1,"['High chair', 'Pack \u2019n Play/travel crib', 'Elevator', 'Dishes and silverware', 'Hangers', 'Stove', 'Carbon monoxide alarm', 'Coffee maker', 'Iron', 'Dedicated workspace', 'Smoke alarm', 'Essentials', 'Bed linens', 'Dishwasher', 'TV', 'Shampoo', 'Lockbox', 'Heating', 'Washer', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Hot water', 'Oven', 'Hair dryer', 'Wifi', 'Long term stays allowed', 'Microwave']",119,4,30,95,10,10,10,10,10,10,f
27522148,Montmartre - quartier des Abbesses,25987702,12-01-2015,"Paris, Ile-de-France, France",,,,f,1,t,f,Buttes-Montmartre,,Paris,48.88358,2.33589,Entire apartment,Entire place,4,1,"['Dishes and silverware', 'Pocket wifi', 'Hangers', 'Stove', 'Coffee maker', 'Iron', 'Dedicated workspace', 'Smoke alarm', 'Essentials', 'Bed linens', 'Dishwasher', 'TV', 'Paid parking off premises', 'Shampoo', 'Heating', 'Cable TV', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Hot water', 'Oven', 'Hair dryer', 'Wifi', 'Cleaning before checkout', 'Host greets you']",170,5,10,99,10,10,10,10,10,10,f
27861814,Bel appartement de 70m2 Ã  deux pas de Montmartre,27494591,09-02-2015,"Paris, Ile-de-France, France",,,,f,1,t,f,Buttes-Montmartre,,Paris,48.8879,2.33376,Entire apartment,Entire place,4,1,"['Paid parking off premises', 'Iron', 'Luggage dropoff allowed', 'Heating', 'Washer', 'Hair dryer', 'Dedicated workspace', 'Smoke alarm', 'Wifi', 'Kitchen', 'Elevator', 'Hot water', 'Hangers', 'Essentials', 'TV']",108,5,20,96,10,10,10,10,10,10,f
29816298,1 BR in the center of Paris - Montmartre,86700393,29-07-2016,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.89192,2.34443,Entire apartment,Entire place,4,1,"['Elevator', 'Dishes and silverware', 'Hangers', 'Luggage dropoff allowed', 'Coffee maker', 'Carbon monoxide alarm', 'Iron', 'Dedicated workspace', 'Smoke alarm', 'First aid kit', 'Essentials', 'Bed linens', 'Dishwasher', 'TV', 'Paid parking off premises', 'Shampoo', 'Heating', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Hot water', 'Hair dryer', 'Wifi', 'Host greets you', 'Microwave']",103,2,14,99,10,10,10,10,10,10,f
31053003,Paris 7 : Appartement avec superbe vue,175891485,28-02-2018,"Paris, Ile-de-France, France",,,,t,1,t,f,Palais-Bourbon,,Paris,48.86105,2.29969,Entire apartment,Entire place,4,1,"['TV', 'Kitchen', 'Smoke alarm', 'Heating', 'Shampoo', 'Elevator', 'Essentials', 'Washer', 'Dryer', 'Wifi']",108,2,7,99,10,10,10,10,10,10,f
33091362,Cozy sweet apt Montmartre and Abbesses,34212240,25-05-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.88283,2.33693,Entire apartment,Entire place,4,1,"['Iron', 'Shampoo', 'Garden or backyard', 'Oven', 'Heating', 'Washer', 'Hair dryer', 'Dedicated workspace', 'Smoke alarm', 'Wifi', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Essentials', 'Hangers', 'Coffee maker', 'Dishwasher', 'Carbon monoxide alarm', 'Microwave']",170,4,25,99,10,10,10,10,10,10,f
38490247,Appartement pour 4 personnes - Buttes Chaumont,16776566,14-06-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Chaumont,,Paris,48.87869,2.38491,Entire apartment,Entire place,4,1,"['Ethernet connection', 'Dishes and silverware', 'Hangers', 'Stove', 'Coffee maker', 'Iron', 'Dedicated workspace', 'Smoke alarm', 'First aid kit', 'Essentials', 'Bed linens', 'Dishwasher', 'TV', 'Crib', 'Shampoo', 'Lockbox', 'Heating', 'Washer', 'Extra pillows and blankets', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Hot water', 'Oven', 'Hair dryer', 'Wifi', 'Cleaning before checkout', 'Microwave']",90,1,15,94,10,10,10,10,10,10,t
38696798,Very Chic and well-furnished Apartment in Paris,37058527,29-06-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Vaugirard,,Paris,48.83604,2.28521,Entire apartment,Entire place,4,1,"['Patio or balcony', 'Dishwasher', 'Essentials', 'Air conditioning', 'Stove', 'Hot water', 'Smoke alarm', 'Wifi', 'Long term stays allowed', 'Dedicated workspace', 'TV', 'Iron', 'Indoor fireplace', 'Refrigerator', 'Oven', 'Dishes and silverware', 'Heating', 'Kitchen', 'Hair dryer', 'Coffee maker', 'Washer', 'Microwave', 'Cooking basics', 'Shampoo', 'Cleaning before checkout', 'Carbon monoxide alarm', 'Elevator']",139,1,120,98,10,10,10,10,10,10,f
3367043,Parisian flat next to Montmartre,16987048,19-06-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.88741,2.35247,Entire apartment,Entire place,4,1,"['Shampoo', 'Heating', 'Indoor fireplace', 'Kitchen', 'Essentials', 'Washer', 'Dryer', 'Wifi', 'Long term stays allowed', 'Cable TV']",50,2,60,100,10,9,10,10,10,10,f
8860434,Charmant appartement Ã  Montmartre,46384198,12-10-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.88672,2.34485,Entire apartment,Entire place,4,1,"['Fireplace guards', 'Essentials', 'Stove', 'Hot water', 'Hangers', 'Wifi', 'Long term stays allowed', 'Dedicated workspace', 'Host greets you', 'Iron', 'Indoor fireplace', 'Refrigerator', 'Oven', 'Dishes and silverware', 'First aid kit', 'Heating', 'Kitchen', 'Hair dryer', 'Coffee maker', 'Washer', 'Microwave', 'Cooking basics', 'Fire extinguisher', 'Paid parking off premises', 'Single level home', 'Shampoo']",70,3,1124,100,10,9,10,10,10,10,f
12363628,Welcome to our place in Paris!,14667085,24-04-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Reuilly,,Paris,48.84692,2.39583,Entire apartment,Entire place,4,1,"['Paid parking off premises', 'Shampoo', 'First aid kit', 'Dishes and silverware', 'Heating', 'Kitchen', 'Hair dryer', 'Essentials', 'Washer', 'Coffee maker', 'Refrigerator', 'Hot water', 'Hangers', 'Smoke alarm', 'Oven', 'Wifi', 'Cooking basics', 'Long term stays allowed', 'Dedicated workspace']",49,6,29,100,10,9,10,10,10,10,f
13165587,Joli 2 piÃ¨ces centre Paris,73536639,23-05-2016,"Paris, Ile-de-France, France",,,,f,1,t,t,Popincourt,,Paris,48.85953,2.37646,Entire apartment,Entire place,4,1,"['Heating', 'Washer', 'Smoke alarm', 'Wifi', 'Kitchen', 'Essentials', 'TV', 'Breakfast']",40,5,14,100,10,9,10,10,10,10,f
14226544,Charming 34m2 apartment in the 14th arrondissement,86457610,28-07-2016,"Paris, Ile-de-France, France",,,,f,1,t,t,Observatoire,,Paris,48.83219,2.32482,Entire apartment,Entire place,4,1,"['Shampoo', 'Heating', 'Washer', 'Dedicated workspace', 'Elevator', 'Wifi', 'Kitchen', 'Hair dryer', 'Smoke alarm', 'First aid kit', 'Essentials', 'Long term stays allowed']",39,5,28,100,10,9,10,10,10,10,f
23087127,"Cozy flat for 2-4 people, heart of Paris.",35385664,09-06-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Vaugirard,,Paris,48.83744,2.30784,Entire apartment,Entire place,4,1,"['TV', 'Kitchen', 'Hangers', 'Smoke alarm', 'Breakfast', 'Host greets you', 'Dedicated workspace', 'Heating', 'Long term stays allowed', 'Shampoo', 'Essentials', 'Washer', 'Wifi']",65,4,30,100,10,9,10,10,10,10,f
23627031,Appartement Un jardin Ã  Montmartre #cosy #nature,13993298,07-04-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.89467,2.33703,Entire apartment,Entire place,4,1,"['Patio or balcony', 'Single level home', 'Elevator', 'Bathtub', 'Babysitter recommendations', 'Dishes and silverware', 'Hangers', 'Stove', 'Coffee maker', 'Breakfast', 'Iron', 'Garden or backyard', 'Children\u2019s books and toys', 'Dedicated workspace', 'Smoke alarm', 'BBQ grill', 'Essentials', 'Paid parking off premises', 'Shampoo', 'Heating', 'Washer', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Hot water', 'Oven', 'Hair dryer', 'Wifi', 'Long term stays allowed', 'Host greets you', 'Room-darkening shades', 'Microwave']",75,3,120,100,10,9,10,10,10,10,f
24099714,Cosy flat,31998082,26-04-2015,"Paris, Ile-de-France, France",,,,f,1,t,f,Gobelins,,Paris,48.82658,2.3591,Entire apartment,Entire place,4,1,"['Free parking on premises', 'Iron', 'Shampoo', 'Heating', 'Washer', 'Hair dryer', 'Smoke alarm', 'Wifi', 'Kitchen', 'Hot water', 'Hangers', 'Essentials', 'Long term stays allowed', 'TV']",55,2,30,100,10,8,10,10,10,10,f
26219925,â˜… Cosy apartment - Montmartre,14631572,21-06-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.8841,2.33419,Entire apartment,Entire place,4,1,"['Paid parking off premises', 'Shampoo', 'Iron', 'Luggage dropoff allowed', 'Children\u2019s books and toys', 'Washer', 'Hair dryer', 'Dedicated workspace', 'Smoke alarm', 'Wifi', 'Kitchen', 'Hot water', 'Hangers', 'Essentials', 'Host greets you', 'Long term stays allowed', 'TV']",70,3,1124,100,10,9,10,10,10,10,t
26522921,Bright 2 room appartment in lovely neighbourhood,18036005,13-07-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Observatoire,,Paris,48.83347,2.32259,Entire apartment,Entire place,4,1,"['Kitchen', 'Hair dryer', 'Iron', 'Fire extinguisher', 'Dedicated workspace', 'Shampoo', 'Essentials', 'Washer', 'Wifi']",60,2,22,100,10,8,10,10,10,10,f
27221719,2 piÃ¨ces calme et lumineux prÃ¨s du quartier latin,204999927,25-07-2018,"Paris, Ile-de-France, France",,,,f,1,t,t,Gobelins,,Paris,48.83529,2.3579,Entire apartment,Entire place,4,1,"['Heating', 'Washer', 'Dedicated workspace', 'Wifi', 'Kitchen', 'Essentials', 'Hangers', 'Long term stays allowed', 'TV', 'Breakfast']",71,3,30,100,10,9,10,10,10,10,t
29195764,Joli appartement/Coeur de Paris/ Butte aux cailles,40259799,02-08-2015,"Paris, Ile-de-France, France",,,,f,1,t,f,Gobelins,,Paris,48.82732,2.35117,Entire apartment,Entire place,4,1,"['Shampoo', 'Iron', 'Heating', 'Washer', 'Hair dryer', 'Dedicated workspace', 'Smoke alarm', 'Wifi', 'Kitchen', 'Hot water', 'Essentials', 'Hangers', 'Host greets you', 'Long term stays allowed', 'TV', 'Breakfast']",75,2,30,100,10,9,10,10,10,10,f
30172228,Charming Loft in 18 District,86661581,29-07-2016,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.89364,2.35279,Entire apartment,Entire place,4,1,"['Heating', 'Washer', 'Dedicated workspace', 'Elevator', 'Wifi', 'Kitchen', 'Hot water', 'Hangers', 'Essentials']",85,3,20,100,10,8,10,10,10,10,f
32281720,1 Bedroom Premium Flat - Louvre Museum,27020004,31-01-2015,"Paris, Ile-de-France, France",,,,f,1,t,f,Louvre,,Paris,48.86235,2.33999,Entire apartment,Entire place,4,1,"['Patio or balcony', 'Elevator', 'Dishes and silverware', 'Hangers', 'Stove', 'Coffee maker', 'Iron', 'Dryer', 'Dedicated workspace', 'Smoke alarm', 'Essentials', 'Bed linens', 'TV', 'Heating', 'Washer', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Hot water', 'Hair dryer', 'Wifi', 'Host greets you', 'Baking sheet', 'Microwave']",60,1,15,100,10,9,10,10,10,10,f
32880159,Charming and cozy studio with large terrace,247375256,07-03-2019,"Paris, Ile-de-France, France",,,,f,1,t,f,Passy,,Paris,48.83873,2.2606,Entire apartment,Entire place,4,1,"['Heating', 'Washer', 'Dryer', 'Elevator', 'Wifi', 'Kitchen', 'Hair dryer', 'Smoke alarm', 'Essentials', 'Hot water', 'Carbon monoxide alarm']",75,3,8,100,10,8,10,10,10,10,f
33893652,Modern 1 bedroom flat in a real parisian location,13447887,23-03-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Chaumont,,Paris,48.89211,2.3744,Entire apartment,Entire place,4,1,"['Iron', 'Heating', 'Washer', 'Dedicated workspace', 'Wifi', 'Kitchen', 'Essentials', 'Long term stays allowed', 'TV']",70,20,60,100,10,8,10,10,10,10,f
34706309,"F2, 50m2, Montmartre, charme, sur jardin",18256914,17-07-2014,"Paris, Ile-de-France, France",,,,f,1,t,f,Buttes-Montmartre,,Paris,48.89038,2.35258,Entire apartment,Entire place,4,1,"['Private entrance', 'Shampoo', 'Heating', 'Iron', 'Indoor fireplace', 'Kitchen', 'Essentials', 'Hair dryer', 'Washer', 'Dryer', 'Smoke alarm', 'Wifi', 'Dedicated workspace']",100,5,10,100,10,8,10,10,10,10,f
40725462,Cosy flat in the heart of chic Rive Gauche,6158402,30-04-2013,"Paris, Ile-de-France, France",,,,f,1,t,t,Palais-Bourbon,,Paris,48.84851,2.31988,Entire apartment,Entire place,4,1,"['Shampoo', 'Iron', 'Heating', 'Washer', 'Hair dryer', 'Dryer', 'Dedicated workspace', 'Wifi', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Elevator', 'Hot water', 'Essentials', 'Hangers', 'TV']",116,4,20,100,10,6,10,10,10,10,f
7315053,Charming and cosy apartment at the center of Paris,6422518,16-05-2013,"Paris, Ile-de-France, France",,,,f,1,t,t,Vaugirard,,Paris,48.84133,2.31349,Entire apartment,Entire place,4,1,"['Private entrance', 'Shampoo', 'Heating', 'TV', 'Iron', 'Kitchen', 'Hair dryer', 'Essentials', 'Washer', 'Breakfast', 'Hangers', 'Smoke alarm', 'Wifi', 'Elevator', 'Dedicated workspace']",90,3,4,100,10,10,10,10,10,10,t
12939623,Deux piÃ¨ces chaleureux et lumineux au Sacre Coeur,40467625,04-08-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.88557,2.34223,Entire apartment,Entire place,4,1,"['Dishwasher', 'Essentials', 'Stove', 'Hot water', 'Hangers', 'Smoke alarm', 'Wifi', 'Long term stays allowed', 'Dedicated workspace', 'Host greets you', 'Iron', 'Refrigerator', 'Oven', 'Dishes and silverware', 'Heating', 'Hair dryer', 'Coffee maker', 'Microwave', 'Cooking basics', 'Shampoo', 'Extra pillows and blankets', 'Bed linens']",75,4,60,100,10,10,10,10,10,10,t
16197073,Charming appartment 2 rooms close Montparnasse!,105781371,01-12-2016,"Paris, Ile-de-France, France",,,,f,1,t,t,Observatoire,,Paris,48.83418,2.31616,Entire apartment,Entire place,4,1,"['Iron', 'Heating', 'Elevator', 'Dedicated workspace', 'Smoke alarm', 'Wifi', 'Kitchen', 'Essentials', 'Hangers']",60,3,15,100,10,10,10,10,10,10,t
19282691,Appart+Parking. Denfert Rochereau/Catacombes Paris,19974411,13-08-2014,"Paris, Ile-de-France, France",,,,f,1,t,f,Observatoire,,Paris,48.82576,2.33504,Entire apartment,Entire place,4,1,"['Free parking on premises', 'Shampoo', 'Iron', 'Heating', 'Washer', 'Hair dryer', 'Elevator', 'Wifi', 'Kitchen', 'Essentials', 'Hangers', 'TV']",65,4,25,100,10,10,10,10,10,10,t
19522321,Comfort and parisian lifestyle,15752850,20-05-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Hotel-de-Ville,,Paris,48.85294,2.35409,Entire apartment,Entire place,4,1,"['Iron', 'Heating', 'Washer', 'Hair dryer', 'Dedicated workspace', 'Wifi', 'Kitchen', 'Elevator', 'First aid kit', 'Essentials', 'Hangers', 'Private entrance', 'Long term stays allowed', 'TV', 'Breakfast']",130,2,30,100,10,10,10,10,10,10,t
19856436,Agreable 3 piÃ¨ces aux pieds de la Butte Montmartre,140415321,14-07-2017,"Paris, Ile-de-France, France",,,,f,1,t,f,Buttes-Montmartre,,Paris,48.89032,2.34447,Entire apartment,Entire place,4,1,"['Dishes and silverware', 'Hangers', 'Coffee maker', 'Iron', 'Dedicated workspace', 'Smoke alarm', 'Essentials', 'Bed linens', 'TV', 'Shampoo', 'Lockbox', 'Washer', 'Extra pillows and blankets', 'Cable TV', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Hot water', 'Oven', 'Wifi', 'Microwave']",33,4,12,100,10,10,10,10,10,10,t
19906805,Apartment for 2 to 4 people in central Paris,19910984,13-05-2016,"Paris, Ile-de-France, France",,,,f,1,t,t,Pantheon,,Paris,48.83778,2.35199,Entire apartment,Entire place,4,1,"['Paid parking off premises', 'Shampoo', 'Iron', 'Heating', 'Washer', 'Hair dryer', 'Dedicated workspace', 'Smoke alarm', 'Wifi', 'Kitchen', 'Free street parking', 'Elevator', 'Hot water', 'Essentials', 'Long term stays allowed', 'Host greets you', 'Carbon monoxide alarm']",100,2,30,100,10,10,10,10,10,10,t
20110595,Appartement 2 piÃ¨ces dans le 20e arrondissement.,3019522,22-07-2012,"Paris, Ile-de-France, France",,,,f,1,t,t,Menilmontant,,Paris,48.8522,2.40338,Entire apartment,Entire place,4,1,"['Iron', 'Shampoo', 'Heating', 'Washer', 'Dedicated workspace', 'Smoke alarm', 'Wifi', 'Kitchen', 'First aid kit', 'Hot water', 'Essentials', 'Long term stays allowed', 'TV', 'Breakfast']",44,5,28,100,10,10,10,10,10,10,t
23571296,Modern cosy flat in Paris near to all commodities,38942753,19-07-2015,"Paris, Ile-de-France, France",,,,f,1,t,f,Reuilly,,Paris,48.83663,2.39202,Entire apartment,Entire place,4,1,"['Shampoo', 'Iron', 'Ethernet connection', 'Heating', 'Washer', 'Hair dryer', 'Extra pillows and blankets', 'Smoke alarm', 'Dedicated workspace', 'Wifi', 'Kitchen', 'Elevator', 'Hot water', 'Hangers', 'Essentials', 'Bed linens', 'Long term stays allowed', 'Host greets you', 'TV', 'Carbon monoxide alarm']",42,5,1124,100,10,10,10,10,10,10,t
23756289,"Classic French Apt-Spacious 60M, 1BD or 2BD",35285804,08-06-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Opera,,Paris,48.88242,2.3303,Entire apartment,Entire place,4,1,"['Shampoo', 'Washer', 'Hair dryer', 'Dryer', 'Wifi', 'Kitchen', 'Elevator', 'Hot water', 'Essentials']",90,1,10,100,10,10,10,10,10,10,t
25998285,"Stylish, charming 40sqm apartment in central Paris",8110212,12-08-2013,"Paris, Ile-de-France, France",,,,f,1,t,t,Bourse,,Paris,48.86863,2.34588,Entire apartment,Entire place,4,1,"['Dishes and silverware', 'Hangers', 'Stove', 'Breakfast', 'Iron', 'Dedicated workspace', 'Smoke alarm', 'Essentials', 'Bed linens', 'Dishwasher', 'TV', 'Shampoo', 'Lockbox', 'Heating', 'Washer', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Hot water', 'Hair dryer', 'Wifi']",107,2,21,100,10,10,10,10,10,10,t
